kind,collateral,debt,priceWad,spreadPpm,amountIn,out,newColl,newDebt,preAnchor,safeAfter
L,1978566111258,55000000000000000000,50541652073680203181301516,17500,197856611126,9010863885619925880,2176422722384,64010863885619925880,134081108984488561238,1
L,1978566111258,55000000000000000000,50541652073680203181301516,17500,1978566111258,0,1978566111258,55000000000000000000,134081108984488561238,1
D,1978566111258,55000000000000000000,50541652073680203181301516,17500,1,0,1978566111258,55000000000000000000,134081108984488561238,1
D,1978566111258,55000000000000000000,50541652073680203181301516,17500,55000000000000001,1138998166,1977427113092,54944999999999999999,134081108984488561238,1
D,1978566111258,55000000000000000000,50541652073680203181301516,17500,18333333333333333334,360483859828,1618082251430,36666666666666666666,134081108984488561238,1
D,1978566111258,55000000000000000000,50541652073680203181301516,17500,55000000000000000000,970946289320,1007619821938,0,134081108984488561238,1
L,1978566111258,62000000000000000000,50541652073680203181301516,100,1978566112,80864832063909685,1980544677370,62080864832063909685,105135330808626390052,1
L,1978566111258,62000000000000000000,50541652073680203181301516,100,197856611126,7808992652024518143,2176422722384,69808992652024518143,105135330808626390052,1
L,1978566111258,62000000000000000000,50541652073680203181301516,100,1978566111258,0,1978566111258,62000000000000000000,105135330808626390052,1
D,1978566111258,62000000000000000000,50541652073680203181301516,100,1,0,1978566111258,62000000000000000000,105135330808626390052,1
D,1978566111258,62000000000000000000,50541652073680203181301516,100,62000000000000001,1515735858,1977050375400,61937999999999999999,105135330808626390052,1
D,1978566111258,62000000000000000000,50541652073680203181301516,100,20666666666666666667,464469646147,1514096465111,41333333333333333333,105135330808626390052,1
D,1978566111258,62000000000000000000,50541652073680203181301516,100,62000000000000000000,1198381751219,780184360039,0,105135330808626390052,1
L,1978566111258,62000000000000000000,50541652073680203181301516,17500,1978566112,79457643267117977,1980544677370,62079457643267117977,105135330808626390052,1
L,1978566111258,62000000000000000000,50541652073680203181301516,17500,197856611126,7673102590873176393,2176422722384,69673102590873176393,105135330808626390052,1
L,1978566111258,62000000000000000000,50541652073680203181301516,17500,1978566111258,0,1978566111258,62000000000000000000,105135330808626390052,1
D,1978566111258,62000000000000000000,50541652073680203181301516,17500,1,0,1978566111258,62000000000000000000,105135330808626390052,1
D,1978566111258,62000000000000000000,50541652073680203181301516,17500,62000000000000001,1496180910,1977069930348,61937999999999999999,105135330808626390052,1
D,1978566111258,62000000000000000000,50541652073680203181301516,17500,20666666666666666667,458477388486,1520088722772,41333333333333333333,105135330808626390052,1
D,1978566111258,62000000000000000000,50541652073680203181301516,17500,62000000000000000000,1182921080562,795645030696,0,105135330808626390052,1
L,1978566111258,64516129032258064500,50541652073680203181301516,100,1978566112,0,1978566111258,64516129032258064500,79683358958128446921,1
L,1978566111258,64516129032258064500,50541652073680203181301516,100,197856611126,0,1978566111258,64516129032258064500,79683358958128446921,1
L,1978566111258,64516129032258064500,50541652073680203181301516,100,1978566111258,0,1978566111258,64516129032258064500,79683358958128446921,1
D,1978566111258,64516129032258064500,50541652073680203181301516,100,1,0,1978566111258,64516129032258064500,79683358958128446921,1
D,1978566111258,64516129032258064500,50541652073680203181301516,100,64516129032258065,0,1978566111258,64516129032258064500,79683358958128446921,1
D,1978566111258,64516129032258064500,50541652073680203181301516,100,21505376344086021501,0,1978566111258,64516129032258064500,79683358958128446921,1
D,1978566111258,64516129032258064500,50541652073680203181301516,100,64516129032258064500,0,1978566111258,64516129032258064500,79683358958128446921,1
L,1978566111258,64516129032258064500,50541652073680203181301516,17500,1978566112,0,1978566111258,64516129032258064500,79683358958128446921,1
L,1978566111258,64516129032258064500,50541652073680203181301516,17500,197856611126,0,1978566111258,64516129032258064500,79683358958128446921,1
L,1978566111258,64516129032258064500,50541652073680203181301516,17500,1978566111258,0,1978566111258,64516129032258064500,79683358958128446921,1
D,1978566111258,64516129032258064500,50541652073680203181301516,17500,1,0,1978566111258,64516129032258064500,79683358958128446921,1
D,1978566111258,64516129032258064500,50541652073680203181301516,17500,64516129032258065,0,1978566111258,64516129032258064500,79683358958128446921,1
D,1978566111258,64516129032258064500,50541652073680203181301516,17500,21505376344086021501,0,1978566111258,64516129032258064500,79683358958128446921,1
D,1978566111258,64516129032258064500,50541652073680203181301516,17500,64516129032258064500,0,1978566111258,64516129032258064500,79683358958128446921,1
L,1978566111258,66000000000000000000,50541652073680203181301516,100,1978566112,0,1978566111258,66000000000000000000,52626703512192606875,1
L,1978566111258,66000000000000000000,50541652073680203181301516,100,197856611126,0,1978566111258,66000000000000000000,52626703512192606875,1
L,1978566111258,66000000000000000000,50541652073680203181301516,100,1978566111258,0,1978566111258,66000000000000000000,52626703512192606875,1
D,1978566111258,66000000000000000000,50541652073680203181301516,100,1,0,1978566111258,66000000000000000000,52626703512192606875,1
D,1978566111258,66000000000000000000,50541652073680203181301516,100,66000000000000001,1790060562,1976776050696,65933999999999999999,52626703512192606875,1
D,1978566111258,66000000000000000000,50541652073680203181301516,100,22000000000000000001,629310690992,1349255420266,43999999999999999999,52626703512192606875,1
D,1978566111258,66000000000000000000,50541652073680203181301516,100,66000000000000000000,0,1978566111258,66000000000000000000,52626703512192606875,1
L,1978566111258,66000000000000000000,50541652073680203181301516,17500,1978566112,0,1978566111258,66000000000000000000,52626703512192606875,1
L,1978566111258,66000000000000000000,50541652073680203181301516,17500,197856611126,0,1978566111258,66000000000000000000,52626703512192606875,1
L,1978566111258,66000000000000000000,50541652073680203181301516,17500,1978566111258,0,1978566111258,66000000000000000000,52626703512192606875,1
D,1978566111258,66000000000000000000,50541652073680203181301516,17500,1,0,1978566111258,66000000000000000000,52626703512192606875,1
D,1978566111258,66000000000000000000,50541652073680203181301516,17500,66000000000000001,1766966471,1976799144787,65933999999999999999,52626703512192606875,1
D,1978566111258,66000000000000000000,50541652073680203181301516,17500,22000000000000000001,621191771186,1357374340072,43999999999999999999,52626703512192606875,1
D,1978566111258,66000000000000000000,50541652073680203181301516,17500,66000000000000000000,0,1978566111258,66000000000000000000,52626703512192606875,1
L,1978566111258,75000000000000000000,50541652073680203181301516,100,1978566112,0,1978566111258,75000000000000000000,23563060869603918575,1
L,1978566111258,75000000000000000000,50541652073680203181301516,100,197856611126,0,1978566111258,75000000000000000000,23563060869603918575,1
L,1978566111258,75000000000000000000,50541652073680203181301516,100,1978566111258,0,1978566111258,75000000000000000000,23563060869603918575,1
D,1978566111258,75000000000000000000,50541652073680203181301516,100,1,0,1978566111258,75000000000000000000,23563060869603918575,1
D,1978566111258,75000000000000000000,50541652073680203181301516,100,75000000000000001,1675020382,1976891090876,74924999999999999999,23563060869603918575,1
D,1978566111258,75000000000000000000,50541652073680203181301516,100,25000000000000000001,575681320243,1402884791015,49999999999999999999,23563060869603918575,1
D,1978566111258,75000000000000000000,50541652073680203181301516,100,75000000000000000000,0,1978566111258,75000000000000000000,23563060869603918575,1
L,1978566111258,75000000000000000000,50541652073680203181301516,17500,1978566112,0,1978566111258,75000000000000000000,23563060869603918575,1
L,1978566111258,75000000000000000000,50541652073680203181301516,17500,197856611126,0,1978566111258,75000000000000000000,23563060869603918575,1
L,1978566111258,75000000000000000000,50541652073680203181301516,17500,1978566111258,0,1978566111258,75000000000000000000,23563060869603918575,1
D,1978566111258,75000000000000000000,50541652073680203181301516,17500,1,0,1978566111258,75000000000000000000,23563060869603918575,1
D,1978566111258,75000000000000000000,50541652073680203181301516,17500,75000000000000001,1653410458,1976912700800,74924999999999999999,23563060869603918575,1
D,1978566111258,75000000000000000000,50541652073680203181301516,17500,25000000000000000001,568254288509,1410311822749,49999999999999999999,23563060869603918575,1
D,1978566111258,75000000000000000000,50541652073680203181301516,17500,75000000000000000000,0,1978566111258,75000000000000000000,23563060869603918575,1
L,1978566111258,99000000000000000000,50541652073680203181301516,100,1978566112,0,1978566111258,99000000000000000000,569459090226235483,1
L,1978566111258,99000000000000000000,50541652073680203181301516,100,197856611126,0,1978566111258,99000000000000000000,569459090226235483,1
L,1978566111258,99000000000000000000,50541652073680203181301516,100,1978566111258,0,1978566111258,99000000000000000000,569459090226235483,1
D,1978566111258,99000000000000000000,50541652073680203181301516,100,1,0,1978566111258,99000000000000000000,569459090226235483,1
D,1978566111258,99000000000000000000,50541652073680203181301516,100,99000000000000001,1958862838,1976607248420,98900999999999999999,569459090226235483,1
D,1978566111258,99000000000000000000,50541652073680203181301516,100,33000000000000000001,652999131410,1325566979848,65999999999999999999,569459090226235483,1
D,1978566111258,99000000000000000000,50541652073680203181301516,100,99000000000000000000,0,1978566111258,99000000000000000000,569459090226235483,1
L,1978566111258,99000000000000000000,50541652073680203181301516,17500,1978566112,0,1978566111258,99000000000000000000,569459090226235483,1
L,1978566111258,99000000000000000000,50541652073680203181301516,17500,197856611126,0,1978566111258,99000000000000000000,569459090226235483,1
L,1978566111258,99000000000000000000,50541652073680203181301516,17500,1978566111258,0,1978566111258,99000000000000000000,569459090226235483,1
D,1978566111258,99000000000000000000,50541652073680203181301516,17500,1,0,1978566111258,99000000000000000000,569459090226235483,1
D,1978566111258,99000000000000000000,50541652073680203181301516,17500,99000000000000001,1933590980,1976632520278,98900999999999999999,569459090226235483,1
D,1978566111258,99000000000000000000,50541652073680203181301516,17500,33000000000000000001,644574600161,1333991511097,65999999999999999999,569459090226235483,1
D,1978566111258,99000000000000000000,50541652073680203181301516,17500,99000000000000000000,0,1978566111258,99000000000000000000,569459090226235483,1
L,1978566111258,105000000000000000000,50541652073680203181301516,100,1978566112,0,1978566111258,105000000000000000000,0,0
L,1978566111258,105000000000000000000,50541652073680203181301516,100,197856611126,0,1978566111258,105000000000000000000,0,0
L,1978566111258,105000000000000000000,50541652073680203181301516,100,1978566111258,0,1978566111258,105000000000000000000,0,0
D,1978566111258,105000000000000000000,50541652073680203181301516,100,1,0,1978566111258,105000000000000000000,0,0
D,1978566111258,105000000000000000000,50541652073680203181301516,100,105000000000000001,0,1978566111258,105000000000000000000,0,0
D,1978566111258,105000000000000000000,50541652073680203181301516,100,35000000000000000001,0,1978566111258,105000000000000000000,0,0
D,1978566111258,105000000000000000000,50541652073680203181301516,100,105000000000000000000,0,1978566111258,105000000000000000000,0,0
L,1978566111258,105000000000000000000,50541652073680203181301516,17500,1978566112,0,1978566111258,105000000000000000000,0,0
L,1978566111258,105000000000000000000,50541652073680203181301516,17500,197856611126,0,1978566111258,105000000000000000000,0,0
L,1978566111258,105000000000000000000,50541652073680203181301516,17500,1978566111258,0,1978566111258,105000000000000000000,0,0
D,1978566111258,105000000000000000000,50541652073680203181301516,17500,1,0,1978566111258,105000000000000000000,0,0
D,1978566111258,105000000000000000000,50541652073680203181301516,17500,105000000000000001,0,1978566111258,105000000000000000000,0,0
D,1978566111258,105000000000000000000,50541652073680203181301516,17500,35000000000000000001,0,1978566111258,105000000000000000000,0,0
D,1978566111258,105000000000000000000,50541652073680203181301516,17500,105000000000000000000,0,1978566111258,105000000000000000000,0,0
L,6469911183815,98100000000000000000,50541652073680203181301516,100,6469911184,379540298351650179,6476381094999,98479540298351650179,661246254037344000327,1
L,6469911183815,98100000000000000000,50541652073680203181301516,100,646991118382,37059109740307834432,7116902302197,135159109740307834432,661246254037344000327,1
L,6469911183815,98100000000000000000,50541652073680203181301516,100,6469911183815,311800315097060644889,12939822367630,409900315097060644889,661246254037344000327,1
D,6469911183815,98100000000000000000,50541652073680203181301516,100,1,0,6469911183815,98100000000000000000,661246254037344000327,1
D,6469911183815,98100000000000000000,50541652073680203181301516,100,98100000000000001,1671421488,6468239762327,98001899999999999999,661246254037344000327,1
D,6469911183815,98100000000000000000,50541652073680203181301516,100,32700000000000000001,545179541532,5924731642283,65399999999999999999,661246254037344000327,1
D,6469911183815,98100000000000000000,50541652073680203181301516,100,98100000000000000000,1563556952101,4906354231714,0,661246254037344000327,1
L,6469911183815,98100000000000000000,50541652073680203181301516,17500,6469911184,372935636694165717,6476381094999,98472935636694165717,661246254037344000327,1
L,6469911183815,98100000000000000000,50541652073680203181301516,17500,646991118382,36414216741526599989,7116902302197,134514216741526599989,661246254037344000327,1
L,6469911183815,98100000000000000000,50541652073680203181301516,17500,6469911183815,306374447027564840088,12939822367630,404474447027564840088,661246254037344000327,1
D,6469911183815,98100000000000000000,50541652073680203181301516,17500,1,0,6469911183815,98100000000000000000,661246254037344000327,1
D,6469911183815,98100000000000000000,50541652073680203181301516,17500,98100000000000001,1642335845,6468268847970,98001899999999999999,661246254037344000327,1
D,6469911183815,98100000000000000000,50541652073680203181301516,17500,32700000000000000001,535692468802,5934218715013,65399999999999999999,661246254037344000327,1
D,6469911183815,98100000000000000000,50541652073680203181301516,17500,98100000000000000000,1536348340273,4933562843542,0,661246254037344000327,1
L,6469911183815,165123595621306223658,50541652073680203181301516,100,6469911184,325250265240259695,6476381094999,165448845886546483353,485604661993264936008,1
L,6469911183815,165123595621306223658,50541652073680203181301516,100,646991118382,31732588631007856785,7116902302197,196856184252314080443,485604661993264936008,1
L,6469911183815,165123595621306223658,50541652073680203181301516,100,6469911183815,0,6469911183815,165123595621306223658,485604661993264936008,1
D,6469911183815,165123595621306223658,50541652073680203181301516,100,1,0,6469911183815,165123595621306223658,485604661993264936008,1
D,6469911183815,165123595621306223658,50541652073680203181301516,100,165123595621306224,3282760874,6466628422941,164958472025684917434,485604661993264936008,1
D,6469911183815,165123595621306223658,50541652073680203181301516,100,55041198540435407887,1048108430665,5421802753150,110082397080870815771,485604661993264936008,1
D,6469911183815,165123595621306223658,50541652073680203181301516,100,165123595621306223658,2866621014210,3603290169605,0,485604661993264936008,1
L,6469911183815,165123595621306223658,50541652073680203181301516,17500,6469911184,319590344633018453,6476381094999,165443185965939242111,485604661993264936008,1
L,6469911183815,165123595621306223658,50541652073680203181301516,17500,646991118382,31180386368602079499,7116902302197,196303981989908303157,485604661993264936008,1
L,6469911183815,165123595621306223658,50541652073680203181301516,17500,6469911183815,0,6469911183815,165123595621306223658,485604661993264936008,1
D,6469911183815,165123595621306223658,50541652073680203181301516,17500,1,0,6469911183815,165123595621306223658,485604661993264936008,1
D,6469911183815,165123595621306223658,50541652073680203181301516,17500,165123595621306224,3240409023,6466670774792,164958472025684917434,485604661993264936008,1
D,6469911183815,165123595621306223658,50541652073680203181301516,17500,55041198540435407887,1034586479715,5435324704100,110082397080870815771,485604661993264936008,1
D,6469911183815,165123595621306223658,50541652073680203181301516,17500,165123595621306223658,2829637904816,3640273278999,0,485604661993264936008,1
L,6469911183815,179850000000000000000,50541652073680203181301516,100,6469911184,308191667059651942,6476381094999,180158191667059651942,438445226379495539939,1
L,6469911183815,179850000000000000000,50541652073680203181301516,100,646991118382,29987357102789641741,7116902302197,209837357102789641741,438445226379495539939,1
L,6469911183815,179850000000000000000,50541652073680203181301516,100,6469911183815,0,6469911183815,179850000000000000000,438445226379495539939,1
D,6469911183815,179850000000000000000,50541652073680203181301516,100,1,0,6469911183815,179850000000000000000,438445226379495539939,1
D,6469911183815,179850000000000000000,50541652073680203181301516,100,179850000000000001,3773203195,6466137980620,179670149999999999999,438445226379495539939,1
D,6469911183815,179850000000000000000,50541652073680203181301516,100,59950000000000000001,1194188797788,5275722386027,119899999999999999999,438445226379495539939,1
D,6469911183815,179850000000000000000,50541652073680203181301516,100,179850000000000000000,3216491252930,3253419930885,0,438445226379495539939,1
L,6469911183815,179850000000000000000,50541652073680203181301516,17500,6469911184,302828595745682601,6476381094999,180152828595745682601,438445226379495539939,1
L,6469911183815,179850000000000000000,50541652073680203181301516,17500,646991118382,29465524905981421153,7116902302197,209315524905981421153,438445226379495539939,1
L,6469911183815,179850000000000000000,50541652073680203181301516,17500,6469911183815,0,6469911183815,179850000000000000000,438445226379495539939,1
D,6469911183815,179850000000000000000,50541652073680203181301516,17500,1,0,6469911183815,179850000000000000000,438445226379495539939,1
D,6469911183815,179850000000000000000,50541652073680203181301516,17500,179850000000000001,3724524006,6466186659809,179670149999999999999,438445226379495539939,1
D,6469911183815,179850000000000000000,50541652073680203181301516,17500,59950000000000000001,1178782221639,5291128962176,119899999999999999999,438445226379495539939,1
D,6469911183815,179850000000000000000,50541652073680203181301516,17500,179850000000000000000,3174994366079,3294916817736,0,438445226379495539939,1
L,6469911183815,202740000000000000000,50541652073680203181301516,100,6469911184,264428000757595174,6476381094999,203004428000757595174,343792531744513056912,1
L,6469911183815,202740000000000000000,50541652073680203181301516,100,646991118382,25535405972132515987,7116902302197,228275405972132515987,343792531744513056912,1
L,6469911183815,202740000000000000000,50541652073680203181301516,100,6469911183815,0,6469911183815,202740000000000000000,343792531744513056912,1
D,6469911183815,202740000000000000000,50541652073680203181301516,100,1,0,6469911183815,202740000000000000000,343792531744513056912,1
D,6469911183815,202740000000000000000,50541652073680203181301516,100,202740000000000001,4956456257,6464954727558,202537259999999999999,343792531744513056912,1
D,6469911183815,202740000000000000000,50541652073680203181301516,100,67580000000000000001,1518815742903,4951095440912,135159999999999999999,343792531744513056912,1
D,6469911183815,202740000000000000000,50541652073680203181301516,100,202740000000000000000,3918708326490,2551202857325,0,343792531744513056912,1
L,6469911183815,202740000000000000000,50541652073680203181301516,17500,6469911184,259826493393676626,6476381094999,202999826493393676626,343792531744513056912,1
L,6469911183815,202740000000000000000,50541652073680203181301516,17500,646991118382,25091045472167413698,7116902302197,227831045472167413698,343792531744513056912,1
L,6469911183815,202740000000000000000,50541652073680203181301516,17500,6469911183815,0,6469911183815,202740000000000000000,343792531744513056912,1
D,6469911183815,202740000000000000000,50541652073680203181301516,17500,1,0,6469911183815,202740000000000000000,343792531744513056912,1
D,6469911183815,202740000000000000000,50541652073680203181301516,17500,202740000000000001,4892511577,6465018672238,202537259999999999999,343792531744513056912,1
D,6469911183815,202740000000000000000,50541652073680203181301516,17500,67580000000000000001,1499221060351,4970690123464,135159999999999999999,343792531744513056912,1
D,6469911183815,202740000000000000000,50541652073680203181301516,17500,202740000000000000000,3868151933439,2601759250376,0,343792531744513056912,1
L,6469911183815,210967741935483870915,50541652073680203181301516,100,6469911184,0,6469911183815,210967741935483870915,260564804025383478091,1
L,6469911183815,210967741935483870915,50541652073680203181301516,100,646991118382,0,6469911183815,210967741935483870915,260564804025383478091,1
L,6469911183815,210967741935483870915,50541652073680203181301516,100,6469911183815,0,6469911183815,210967741935483870915,260564804025383478091,1
D,6469911183815,210967741935483870915,50541652073680203181301516,100,1,0,6469911183815,210967741935483870915,260564804025383478091,1
D,6469911183815,210967741935483870915,50541652073680203181301516,100,210967741935483871,0,6469911183815,210967741935483870915,260564804025383478091,1
D,6469911183815,210967741935483870915,50541652073680203181301516,100,70322580645161290306,0,6469911183815,210967741935483870915,260564804025383478091,1
D,6469911183815,210967741935483870915,50541652073680203181301516,100,210967741935483870915,0,6469911183815,210967741935483870915,260564804025383478091,1
L,6469911183815,210967741935483870915,50541652073680203181301516,17500,6469911184,0,6469911183815,210967741935483870915,260564804025383478091,1
L,6469911183815,210967741935483870915,50541652073680203181301516,17500,646991118382,0,6469911183815,210967741935483870915,260564804025383478091,1
L,6469911183815,210967741935483870915,50541652073680203181301516,17500,6469911183815,0,6469911183815,210967741935483870915,260564804025383478091,1
D,6469911183815,210967741935483870915,50541652073680203181301516,17500,1,0,6469911183815,210967741935483870915,260564804025383478091,1
D,6469911183815,210967741935483870915,50541652073680203181301516,17500,210967741935483871,0,6469911183815,210967741935483870915,260564804025383478091,1
D,6469911183815,210967741935483870915,50541652073680203181301516,17500,70322580645161290306,0,6469911183815,210967741935483870915,260564804025383478091,1
D,6469911183815,210967741935483870915,50541652073680203181301516,17500,210967741935483870915,0,6469911183815,210967741935483870915,260564804025383478091,1
L,6469911183815,215820000000000000000,50541652073680203181301516,100,6469911184,0,6469911183815,215820000000000000000,172089320485243798360,1
L,6469911183815,215820000000000000000,50541652073680203181301516,100,646991118382,0,6469911183815,215820000000000000000,172089320485243798360,1
L,6469911183815,215820000000000000000,50541652073680203181301516,100,6469911183815,0,6469911183815,215820000000000000000,172089320485243798360,1
D,6469911183815,215820000000000000000,50541652073680203181301516,100,1,0,6469911183815,215820000000000000000,172089320485243798360,1
D,6469911183815,215820000000000000000,50541652073680203181301516,100,215820000000000001,5853498038,6464057685777,215604179999999999999,172089320485243798360,1
D,6469911183815,215820000000000000000,50541652073680203181301516,100,71940000000000000001,2057845959545,4412065224270,143879999999999999999,172089320485243798360,1
D,6469911183815,215820000000000000000,50541652073680203181301516,100,215820000000000000000,0,6469911183815,215820000000000000000,172089320485243798360,1
L,6469911183815,215820000000000000000,50541652073680203181301516,17500,6469911184,0,6469911183815,215820000000000000000,172089320485243798360,1
L,6469911183815,215820000000000000000,50541652073680203181301516,17500,646991118382,0,6469911183815,215820000000000000000,172089320485243798360,1
L,6469911183815,215820000000000000000,50541652073680203181301516,17500,6469911183815,0,6469911183815,215820000000000000000,172089320485243798360,1
D,6469911183815,215820000000000000000,50541652073680203181301516,17500,1,0,6469911183815,215820000000000000000,172089320485243798360,1
D,6469911183815,215820000000000000000,50541652073680203181301516,17500,215820000000000001,5777980362,6464133203453,215604179999999999999,172089320485243798360,1
D,6469911183815,215820000000000000000,50541652073680203181301516,17500,71940000000000000001,2031297091780,4438614092035,143879999999999999999,172089320485243798360,1
D,6469911183815,215820000000000000000,50541652073680203181301516,17500,215820000000000000000,0,6469911183815,215820000000000000000,172089320485243798360,1
L,6469911183815,245250000000000000000,50541652073680203181301516,100,6469911184,0,6469911183815,245250000000000000000,77051209043708848825,1
L,6469911183815,245250000000000000000,50541652073680203181301516,100,646991118382,0,6469911183815,245250000000000000000,77051209043708848825,1
L,6469911183815,245250000000000000000,50541652073680203181301516,100,6469911183815,0,6469911183815,245250000000000000000,77051209043708848825,1
D,6469911183815,245250000000000000000,50541652073680203181301516,100,1,0,6469911183815,245250000000000000000,77051209043708848825,1
D,6469911183815,245250000000000000000,50541652073680203181301516,100,245250000000000001,5477316651,6464433867164,245004749999999999999,77051209043708848825,1
D,6469911183815,245250000000000000000,50541652073680203181301516,100,81750000000000000001,1882477917196,4587433266619,163499999999999999999,77051209043708848825,1
D,6469911183815,245250000000000000000,50541652073680203181301516,100,245250000000000000000,0,6469911183815,245250000000000000000,77051209043708848825,1
L,6469911183815,245250000000000000000,50541652073680203181301516,17500,6469911184,0,6469911183815,245250000000000000000,77051209043708848825,1
L,6469911183815,245250000000000000000,50541652073680203181301516,17500,646991118382,0,6469911183815,245250000000000000000,77051209043708848825,1
L,6469911183815,245250000000000000000,50541652073680203181301516,17500,6469911183815,0,6469911183815,245250000000000000000,77051209043708848825,1
D,6469911183815,245250000000000000000,50541652073680203181301516,17500,1,0,6469911183815,245250000000000000000,77051209043708848825,1
D,6469911183815,245250000000000000000,50541652073680203181301516,17500,245250000000000001,5406652200,6464504531615,245004749999999999999,77051209043708848825,1
D,6469911183815,245250000000000000000,50541652073680203181301516,17500,81750000000000000001,1858191523425,4611719660390,163499999999999999999,77051209043708848825,1
D,6469911183815,245250000000000000000,50541652073680203181301516,17500,245250000000000000000,0,6469911183815,245250000000000000000,77051209043708848825,1
L,6469911183815,323730000000000000000,50541652073680203181301516,100,6469911184,0,6469911183815,323730000000000000000,1862131223826178552,1
L,6469911183815,323730000000000000000,50541652073680203181301516,100,646991118382,0,6469911183815,323730000000000000000,1862131223826178552,1
L,6469911183815,323730000000000000000,50541652073680203181301516,100,6469911183815,0,6469911183815,323730000000000000000,1862131223826178552,1
D,6469911183815,323730000000000000000,50541652073680203181301516,100,1,0,6469911183815,323730000000000000000,1862131223826178552,1
D,6469911183815,323730000000000000000,50541652073680203181301516,100,323730000000000001,6405481482,6463505702333,323406269999999999999,1862131223826178552,1
D,6469911183815,323730000000000000000,50541652073680203181301516,100,107910000000000000001,2135307159713,4334604024102,215819999999999999999,1862131223826178552,1
D,6469911183815,323730000000000000000,50541652073680203181301516,100,323730000000000000000,0,6469911183815,323730000000000000000,1862131223826178552,1
L,6469911183815,323730000000000000000,50541652073680203181301516,17500,6469911184,0,6469911183815,323730000000000000000,1862131223826178552,1
L,6469911183815,323730000000000000000,50541652073680203181301516,17500,646991118382,0,6469911183815,323730000000000000000,1862131223826178552,1
L,6469911183815,323730000000000000000,50541652073680203181301516,17500,6469911183815,0,6469911183815,323730000000000000000,1862131223826178552,1
D,6469911183815,323730000000000000000,50541652073680203181301516,17500,1,0,6469911183815,323730000000000000000,1862131223826178552,1
D,6469911183815,323730000000000000000,50541652073680203181301516,17500,323730000000000001,6322842507,6463588341308,323406269999999999999,1862131223826178552,1
D,6469911183815,323730000000000000000,50541652073680203181301516,17500,107910000000000000001,2107758942531,4362152241284,215819999999999999999,1862131223826178552,1
D,6469911183815,323730000000000000000,50541652073680203181301516,17500,323730000000000000000,0,6469911183815,323730000000000000000,1862131223826178552,1
L,6469911183815,343350000000000000000,50541652073680203181301516,100,6469911184,0,6469911183815,343350000000000000000,0,0
L,6469911183815,343350000000000000000,50541652073680203181301516,100,646991118382,0,6469911183815,343350000000000000000,0,0
L,6469911183815,343350000000000000000,50541652073680203181301516,100,6469911183815,0,6469911183815,343350000000000000000,0,0
D,6469911183815,343350000000000000000,50541652073680203181301516,100,1,0,6469911183815,343350000000000000000,0,0
D,6469911183815,343350000000000000000,50541652073680203181301516,100,343350000000000001,0,6469911183815,343350000000000000000,0,0
D,6469911183815,343350000000000000000,50541652073680203181301516,100,114450000000000000001,0,6469911183815,343350000000000000000,0,0
D,6469911183815,343350000000000000000,50541652073680203181301516,100,343350000000000000000,0,6469911183815,343350000000000000000,0,0
L,6469911183815,343350000000000000000,50541652073680203181301516,17500,6469911184,0,6469911183815,343350000000000000000,0,0
L,6469911183815,343350000000000000000,50541652073680203181301516,17500,646991118382,0,6469911183815,343350000000000000000,0,0
L,6469911183815,343350000000000000000,50541652073680203181301516,17500,6469911183815,0,6469911183815,343350000000000000000,0,0
D,6469911183815,343350000000000000000,50541652073680203181301516,17500,1,0,6469911183815,343350000000000000000,0,0
D,6469911183815,343350000000000000000,50541652073680203181301516,17500,343350000000000001,0,6469911183815,343350000000000000000,0,0
D,6469911183815,343350000000000000000,50541652073680203181301516,17500,114450000000000000001,0,6469911183815,343350000000000000000,0,0
D,6469911183815,343350000000000000000,50541652073680203181301516,17500,343350000000000000000,0,6469911183815,343350000000000000000,0,0
L,19785661112584694,300000000000000000000000,50541652073680203181301516,100,19785661112585,1160673695231864368694,19805446773697279,301160673695231864368694,2022159798279421605228782,1
L,19785661112584694,300000000000000000000000,50541652073680203181301516,100,1978566111258470,113330610826547961260674,21764227223843164,413330610826547961260674,2022159798279421605228782,1
L,19785661112584694,300000000000000000000000,50541652073680203181301516,100,19785661112584694,953517783171473696457817,39571322225169388,1253517783171473696457817,2022159798279421605228782,1
D,19785661112584694,300000000000000000000000,50541652073680203181301516,100,1,0,19785661112584694,300000000000000000000000,2022159798279421605228782,1
D,19785661112584694,300000000000000000000000,50541652073680203181301516,100,300000000000000000001,5111380698281,19780549731886413,299699999999999999999999,2022159798279421605228782,1
D,19785661112584694,300000000000000000000000,50541652073680203181301516,100,100000000000000000000001,1667215723341950,18118445389242744,199999999999999999999999,2022159798279421605228782,1
D,19785661112584694,300000000000000000000000,50541652073680203181301516,100,300000000000000000000000,4781519731198120,15004141381386574,0,2022159798279421605228782,1
L,19785661112584694,300000000000000000000000,50541652073680203181301516,17500,19785661112585,1140475953160622804522,19805446773697279,301140475953160622804522,2022159798279421605228782,1
L,19785661112584694,300000000000000000000000,50541652073680203181301516,17500,1978566111258470,111358460983181690107623,21764227223843164,411358460983181690107623,2022159798279421605228782,1
L,19785661112584694,300000000000000000000000,50541652073680203181301516,17500,19785661112584694,936924914457418648634668,39571322225169388,1236924914457418648634668,2022159798279421605228782,1
D,19785661112584694,300000000000000000000000,50541652073680203181301516,17500,1,0,19785661112584694,300000000000000000000000,2022159798279421605228782,1
