kind,aWad,xLo,xHi,yHi,anchor,kappa,x,stableIn,amountIn,gross,xAfter,unspent
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,181536548633553229,0,58857378677299074970,7260137166252,367659922360846809,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,181536548633553229,0,353144272063794449789,18638420691549,739906669815433969,176572136031897224899
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,261303708802393334,1,1,8117566,261303708802367656,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,261303708802393334,1,3389772567,27524302348550087,261216669315964787,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,261303708802393334,1,1129924188290,8943554180849878413,233021707213786248,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,261303708802393334,1,6779545129709,25224590861699601748,181536548633553230,3389772564859
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,261303708802393334,0,1,0,261303708802393334,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,261303708802393334,0,151347545170197626,18630578281,261782311763406374,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,261303708802393334,0,50449181723399207720,5667004382876,420838029140073547,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,261303708802393334,0,302695090340395246293,15248648126700,739906669815433969,151347545170197623151
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,500000000000000000,1,1,9999121,499999999999968378,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,500000000000000000,1,11619163441,116179437880808285,499632608359018598,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,500000000000000000,1,3873054479431,37365371665226422172,381840319919165921,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,500000000000000000,1,23238326876557,100706985783623375755,181536548633553230,11619163438283
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,500000000000000000,0,1,0,500000000000000000,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,500000000000000000,0,75865150248273852,7585995044,500239906669815433,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,500000000000000000,0,25288383416091283051,2471319891648,579968889938477990,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,500000000000000000,0,151730300496547698279,7019257253276,739906669815433969,75865150248273849144
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,677865545239669443,1,1,11254546,677865545239633846,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,677865545239669443,1,16947299623,190724911131768191,677262420113959850,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,677865545239669443,1,5649099873420,59446377326755408535,489879594241330745,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,677865545239669443,1,33894599240491,156953009806130865514,181536548633553230,16947299620250
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,677865545239669443,0,1,0,677865545239669443,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,677865545239669443,0,19619126225766362,1742791920,677927586364245207,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,677865545239669443,0,6539708741922119798,575511343844,698545920098257619,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,677865545239669443,0,39238252451532718761,1691121071309,739906669815433969,19619126225766359385
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,739906669815433969,1,1,11997681,739906669815396023,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,739906669815433969,1,18638420694,223565973890624807,739199692130625853,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,739906669815433969,1,6212806897190,67741339670986765430,525689744703994520,0
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,739906669815433969,1,37276841383109,176572136031897221727,181536548633553230,18638420691559
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,739906669815433969,0,1,0,739906669815433969,1
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,739906669815433969,0,3,0,739906669815433969,3
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,739906669815433969,0,7,0,739906669815433969,7
S,6000000000000000000,181536548633553229,739906669815433969,278031595969895705,25054144837504793118641380,100000000000000000,739906669815433969,0,11,0,739906669815433969,11
Y,750000000000000000,,,,,,1000000000000000,,,13077180493155188308,,
Y,750000000000000000,,,,,,250750000000000000,,,857611242847843557,,
Y,750000000000000000,,,,,,500500000000000000,,,499500285551166037,,
Y,750000000000000000,,,,,,750250000000000000,,,306908574381344805,,
Y,750000000000000000,,,,,,1000000000000000000,,,193712943361396555,,
Y,750000000000000000,,,,,,1249750000000000000,,,127722449328331682,,
Y,750000000000000000,,,,,,1499500000000000000,,,88582010501715870,,
Y,750000000000000000,,,,,,1749250000000000000,,,64365388172712615,,
Y,750000000000000000,,,,,,1999000000000000000,,,48634976905251660,,
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,90599608954997126,1,1,0,90599608954997126,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,90599608954997126,1,3,0,90599608954997126,3
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,90599608954997126,1,7,0,90599608954997126,7
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,90599608954997126,1,11,0,90599608954997126,11
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,90599608954997126,0,1,8,90599608954997127,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,90599608954997126,0,1392503566750613,11021848060668908,91992112521747739,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,90599608954997126,0,464167855583536796,1034638301042390608,554767464538533922,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,90599608954997126,0,2785007133501220745,1392503566750610381,1483103175705607493,1392503566750610378
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,289528689919370035,1,1,0,289528689919370035,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,289528689919370035,1,702169956771927,384645039577115,289144044879792920,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,289528689919370035,1,234056652257308061,100857988117604115,188670701801765920,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,289528689919370035,1,1404339913543848339,198929080964372908,90599608954997127,702169956771924175
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,289528689919370035,0,1,2,289528689919370036,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,289528689919370035,0,1193574485786240,2172230186372728,290722264405156275,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,289528689919370035,0,397858161928745826,434698456143271720,687386851848115861,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,289528689919370035,0,2387148971572474927,690333609978686217,1483103175705607493,1193574485786237469
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,500000000000000000,1,1,1,499999999999999999,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,500000000000000000,1,983103175705610,981999852439076,499018000147560924,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,500000000000000000,1,327701058568535843,234874575042116522,265125424957883478,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,500000000000000000,1,1966206351411215029,409400391045002873,90599608954997127,983103175705607520
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,500000000000000000,0,1,1,500000000000000001,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,500000000000000000,0,983103175705610,981999852439076,500983103175705610,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,500000000000000000,0,327701058568535838,234874575042116520,827701058568535838,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,500000000000000000,0,1966206351411214997,409400391045002872,1483103175705607493,983103175705607504
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1328380557177761897,1,1,10,1328380557177761887,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1328380557177761897,1,1369892968046481,7992076070796629,1320388481106965268,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1328380557177761897,1,456630989348826056,893043359739308045,435337197438453852,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1328380557177761897,1,2739785936092956307,1237780948222764770,90599608954997127,1369892968046478159
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1328380557177761897,0,1,0,1328380557177761898,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1328380557177761897,0,154722618527848,26300091843106,1328535279796289745,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1328380557177761897,0,51574206175948539,8324289127788743,1379954763353710436,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1328380557177761897,0,309445237055691203,22610598704132233,1483103175705607493,154722618527845607
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1483103175705607493,1,1,15,1483103175705607478,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1483103175705607493,1,1392503566750613,11021848060668915,1472081327644938578,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1483103175705607493,1,464167855583536800,1034638301042390598,448464874663216895,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1483103175705607493,1,2785007133501220773,1392503566750610366,90599608954997127,1392503566750610392
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1483103175705607493,0,1,0,1483103175705607493,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1483103175705607493,0,3,0,1483103175705607493,3
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1483103175705607493,0,7,0,1483103175705607493,7
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,79228162514264337593543950336,1000000000000000000,1483103175705607493,0,11,0,1483103175705607493,11
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,90599608954997126,1,1,0,90599608954997126,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,90599608954997126,1,3,0,90599608954997126,3
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,90599608954997126,1,7,0,90599608954997126,7
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,90599608954997126,1,11,0,90599608954997126,11
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,90599608954997126,0,1,0,90599608954997126,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,90599608954997126,0,44034829208405,348541437328164575405674348539,91992112515157472,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,90599608954997126,0,14678276402800816,32718135856700288278986785397885,554767464513210102,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,90599608954997126,0,88069658416804865,44034829208402428195759329032211,1483103175705607493,44034829208402437
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,289528689919370035,1,1,0,289528689919370035,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,289528689919370035,1,22204563679412524073023247875,12163544157492,289144044879792921,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,289528689919370035,1,7401521226470841357674415957444,3189409626738273,188670701801765922,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,289528689919370035,1,44409127358825048146046495744633,6290689886914632,90599608954997127,22204563679412524073023247872321
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,289528689919370035,0,1,0,289528689919370035,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,289528689919370035,0,37744139321490,68691949327358241988958545303,290722264394989935,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,289528689919370035,0,12581379773829272,13746372167161659086281859657148,687386851821892190,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,289528689919370035,0,75488278642975601,21830265528989904122736081159900,1483103175705607493,37744139321487805
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,1,0,500000000000000000,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,31088452101744316184502500013,31053561956567,499018000147560927,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,10362817367248105394834166670132,7427386215972266,265125424957883481,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,1,62176904203488632369005000020763,12946377106658112,90599608954997127,31088452101744316184502500010386
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,1,0,500000000000000000,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,31088452101747,31053561855051153856824882756,500983103172488169,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,10362817367248112,7427386215849159738388541360190,827701058560690054,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,500000000000000000,0,62176904203488641,12946377106658112011256829021835,1483103175705607493,31088452101744325
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1328380557177761897,1,1,0,1328380557177761897,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1328380557177761897,1,43319819296751333519682212901,252731636170464,1320388481106965286,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1328380557177761897,1,14439939765583777839894070966046,28240510660653272,435337197438453858,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1328380557177761897,1,86639638593502667039364425796247,39142070407468824,90599608954997127,43319819296751333519682212898129
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1328380557177761897,0,1,0,1328380557177761897,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1328380557177761897,0,4892758800936,831681792835377389121085903,1328535279770961998,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1328380557177761897,0,1630919600311208,263237135408230252299432777515,1379954763343869388,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1328380557177761897,0,9785517601867217,715009911651094676077116134093,1483103175705607493,4892758800933613
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1483103175705607493,1,1,0,1483103175705607493,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1483103175705607493,1,44034829208402428195759329035,348541438960234,1472081327644938602,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1483103175705607493,1,14678276402800809398586443010744,32718135857409181,448464874663216902,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1483103175705607493,1,88069658416804856391518658064433,44034829208402427,90599608954997127,44034829208402428195759329032221
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1483103175705607493,0,1,0,1483103175705607493,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1483103175705607493,0,3,0,1483103175705607493,3
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1483103175705607493,0,7,0,1483103175705607493,7
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,2505414483750479311864138015696063230,1000000000000000000000000,1483103175705607493,0,11,0,1483103175705607493,11
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,90599608954997126,1,1,0,90599608954997126,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,90599608954997126,1,3,0,90599608954997126,3
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,90599608954997126,1,7,0,90599608954997126,7
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,90599608954997126,1,11,0,90599608954997126,11
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,90599608954997126,0,1,0,90599608954997126,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,90599608954997126,0,440348292084024278,348541438960,91992112521747736,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,90599608954997126,0,146782764028008091779,32718135857409,554767464538533912,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,90599608954997126,0,880696584168048550643,44034829208402,1483103175705607493,440348292084024272163
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,289528689919370035,1,1,5480227,289528689919352700,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,289528689919370035,1,22204563682,121635441589091549,289144044879748132,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,289528689919370035,1,7401521226478,31894096267406421666,188670701801691009,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,289528689919370035,1,44409127358837,62906898869146322334,90599608954997127,22204563679424
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,289528689919370035,0,1,0,289528689919370035,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,289528689919370035,0,377441393214877955,68691949911,290722264405156272,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,289528689919370035,0,125813797738292651001,13746372167715,687386851848115855,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,289528689919370035,0,754882786429755905975,21830265528989,1483103175705607493,377441393214877952992
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,500000000000000000,1,1,9999121,499999999999968378,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,500000000000000000,1,31088452104,310535619588177535,499018000147489756,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,500000000000000000,1,10362817367255,74273862159756874955,265125424957775299,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,500000000000000000,1,62176904203499,129463771066581119480,90599608954997127,31088452101754
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,500000000000000000,0,1,0,500000000000000000,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,500000000000000000,0,310884521017443158,31053561956,500983103175705607,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,500000000000000000,0,103628173672481051952,7427386215972,827701058568535830,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,500000000000000000,0,621769042034886311683,12946377106658,1483103175705607493,310884521017443152684
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1328380557177761897,1,1,58818364,1328380557177575891,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1328380557177761897,1,43319819299,2527316361834761264,1320388481106553805,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1328380557177761897,1,14439939765590,282405106606586034825,435337197438285278,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1328380557177761897,1,86639638593513,391420704074688246482,90599608954997127,43319819296761
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1328380557177761897,0,1,0,1328380557177761897,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1328380557177761897,0,48927588009336031,831681928,1328535279796289742,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1328380557177761897,0,16309196003112009618,263237135455,1379954763353710427,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1328380557177761897,0,97855176018672057679,715009911651,1483103175705607493,48927588009336025682
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1483103175705607493,1,1,79999300,1483103175705354510,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1483103175705607493,1,44034829211,3485414389805763689,1472081327644295320,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1483103175705607493,1,14678276402807,327181358574146617283,448464874663043607,0
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1483103175705607493,1,88069658416815,440348292084024275316,90599608954997127,44034829208412
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1483103175705607493,0,1,0,1483103175705607493,1
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1483103175705607493,0,3,0,1483103175705607493,3
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1483103175705607493,0,7,0,1483103175705607493,7
S,750000000000000000,90599608954997126,1483103175705607493,90599608954997128,25054144837504793118641380,100000000000000000,1483103175705607493,0,11,0,1483103175705607493,11
Y,1000000000000000000000,,,,,,1000000000000000,,,1111010216506434815,,
Y,1000000000000000000000,,,,,,250750000000000000,,,749415191328263348,,
Y,1000000000000000000000,,,,,,500500000000000000,,,499500000499500499,,
Y,1000000000000000000000,,,,,,750250000000000000,,,249916666740543677,,
Y,1000000000000000000000,,,,,,1000000000000000000,,,10933134623172520,,
Y,1000000000000000000000,,,,,,1249750000000000000,,,399044027432450,,
Y,1000000000000000000000,,,,,,1499500000000000000,,,166666685179018,,
Y,1000000000000000000000,,,,,,1749250000000000000,,,95298586166192,,
Y,1000000000000000000000,,,,,,1999000000000000000,,,62558631366141,,
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,1000000000000000,1,1,0,1000000000000000,1
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,1000000000000000,1,3,0,1000000000000000,3
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,1000000000000000,1,7,0,1000000000000000,7
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,1000000000000000,1,11,0,1000000000000000,11
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,1000000000000000,0,1,103,1000000000000001,0
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,1000000000000000,0,1998000000000003,74290534059333874,2998000000000003,0
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,1000000000000000,0,666000000000000007,777947540738519709,667000000000000007,0
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,1000000000000000,0,3996000000000000011,1110947657875068674,1999000000000000000,1998000000000000011
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,286428571428571428,1,1,1,286428571428571427,0
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,286428571428571428,1,397327299321441,396819679896951,286031751748674477,0
S,1000000000000000000000,1000000000000000,1999000000000000000,62558631366141,79228162514264337593543950336,1000000000000000000,286428571428571428,1,132442433107146326,132096684362292503,154331887066278925,0
